TPW_dif,COMPLETE_dif,rank_dif,ATPP_dif,AAG_dif,SERVEADV,res_dif,speed,serve_width,serve_depth,return_depth,game_victor,,
-0.01,-0.019010314,18,-1293,0.02282672,-0.03181875,0.000201158,106.6,0,0,0,1,,
-0.01,-0.019010314,18,-1293,0.02282672,-0.03181875,0.000178781,115.4,0,0,0,1,,
-0.01,-0.019010314,18,-1293,0.02282672,-0.03181875,0.00018571,111.6,0,0,0,1,,
-0.01,-0.019010314,18,-1293,0.02282672,-0.03181875,-3.58E-05,112.5,0,0,0,2,,
-0.01,-0.019010314,18,-1293,0.02282672,-0.03181875,0.00012187,113.8,0,0,0,1,,
-0.01,-0.019010314,18,-1293,0.02282672,-0.03181875,-1.54E-05,108,0,0,0,2,,
-0.01,-0.019010314,18,-1293,0.02282672,-0.03181875,-9.09E-05,116.6666667,0,0,0,1,,
-0.01,-0.019010314,18,-1293,0.02282672,-0.03181875,-2.54E-05,99.00666667,0,0,0,2,,
-0.01,-0.019010314,18,-1293,0.02282672,-0.03181875,0.000136764,115.2,0,0,0,1,,
-0.01,-0.019010314,18,-1293,0.02282672,-0.03181875,-0.000138351,103.4,0,0,0,2,,
-0.01,-0.019010314,18,-1293,0.02282672,-0.03181875,0.000129002,110.008,0,0,0,1,,
-0.01,-0.019010314,18,-1293,0.02282672,-0.03181875,-0.000156561,94.25,0,0,0,2,,
-0.01,-0.019010314,18,-1293,0.02282672,-0.03181875,0.000151945,116,0,0,0,1,,
-0.01,-0.019010314,18,-1293,0.02282672,-0.03181875,-0.000237943,106.25,0,0,0,2,,
-0.01,-0.019010314,18,-1293,0.02282672,-0.03181875,0.000133828,118,0,0,0,1,,
-0.01,-0.019010314,18,-1293,0.02282672,-0.03181875,-6.45E-05,110.75,0,0,0,2,,
-0.01,-0.019010314,18,-1293,0.02282672,-0.03181875,0.000401613,104.2,0,0,0,1,,
-0.01,-0.019010314,18,-1293,0.02282672,-0.03181875,9.16E-05,107,0,0,0,1,,
-0.01,-0.019010314,18,-1293,0.02282672,-0.03181875,0.000151177,108.8,0,0,0,1,,
-0.01,-0.019010314,18,-1293,0.02282672,-0.03181875,-0.000138983,109.8,0,0,0,2,,
-0.01,-0.019010314,18,-1293,0.02282672,-0.03181875,-3.40E-06,115.8333333,0,0,0,2,,
-0.01,-0.019010314,18,-1293,0.02282672,-0.03181875,0.000102437,107.608,0,0,0,1,,
-0.01,-0.019010314,18,-1293,0.02282672,-0.03181875,9.90E-05,105,0,0,0,1,,
-0.01,-0.019010314,18,-1293,0.02282672,-0.03181875,-4.83E-05,98,0,0,0,2,,
-0.01,-0.019010314,18,-1293,0.02282672,-0.03181875,0.000104766,110,0,0,0,1,,
-0.01,-0.019010314,18,-1293,0.02282672,-0.03181875,-2.40E-05,102,0,0,0,2,,
-0.01,-0.019010314,18,-1293,0.02282672,-0.03181875,0.000253986,111.75,0,0,0,1,,
-0.01,-0.019010314,18,-1293,0.02282672,-0.03181875,-6.17E-05,101.5,0,0,0,2,,
-0.01,-0.019010314,18,-1293,0.02282672,-0.03181875,0.000195968,112.5,0,0,0,1,,
-0.01,-0.019010314,18,-1293,0.02282672,-0.03181875,-5.39E-05,112.3333333,0,0,0,2,,
-0.01,-0.019010314,18,-1293,0.02282672,-0.03181875,-0.000317282,110.0066667,0,0,0,2,,
-0.01,-0.019010314,18,-1293,0.02282672,-0.03181875,-8.45E-05,105.6,0,0,0,2,,
-0.01,-0.019010314,18,-1293,0.02282672,-0.03181875,0.000153933,117,0,0,0,1,,
-0.01,-0.019010314,18,-1293,0.02282672,-0.03181875,-0.000200918,102.2,0,0,0,2,,
-0.01,-0.019010314,18,-1293,0.02282672,-0.03181875,-0.000203573,104.505,0,0,0,1,,
-0.01,-0.019010314,18,-1293,0.02282672,-0.03181875,-0.000187487,110.8333333,0,0,0,2,,
-0.01,-0.019010314,18,-1293,0.02282672,-0.03181875,0.000180773,117.4,0,0,0,1,,
-0.01,-0.019010314,18,-1293,0.02282672,-0.03181875,0.000109798,106.9,0,0,0,2,,
-0.01,-0.019010314,18,-1293,0.02282672,-0.03181875,0.000358513,100.6666667,0,0,0,1,,
-0.01,-0.019010314,18,-1293,0.02282672,-0.03181875,-0.000237477,113.5,0,0,0,2,,
-0.01,-0.019010314,18,-1293,0.02282672,-0.03181875,4.76E-07,109.2,0,0,0,1,,
-0.01,-0.019010314,18,-1293,0.02282672,-0.03181875,-6.56E-05,106.75,0,0,0,2,,
-0.01,-0.019010314,18,-1293,0.02282672,-0.03181875,6.46E-05,111.1666667,0,0,0,1,,
-0.01,-0.019010314,18,-1293,0.02282672,-0.03181875,5.37E-05,113.3,0,0,0,2,,
-0.01,-0.019010314,18,-1293,0.02282672,-0.03181875,0.000130141,118.6,0,0,0,1,,
-0.01,-0.019010314,18,-1293,0.02282672,-0.03181875,-0.000366394,108,0,0,0,2,,
-0.01,-0.019010314,18,-1293,0.02282672,-0.03181875,0.000185712,111.3333333,0,0,0,1,,
-0.01,-0.019010314,18,-1293,0.02282672,-0.03181875,-4.00E-05,110.4,0,0,0,2,,
-0.01,-0.019010314,18,-1293,0.02282672,-0.03181875,0.000144022,112.5,0,0,0,1,,
-0.01,-0.019010314,18,-1293,0.02282672,-0.03181875,0.00015949,98,0,0,0,1,,
-0.01,-0.019010314,18,-1293,0.02282672,-0.03181875,0.000311469,104.008,0,0,0,1,,
-0.01,-0.019010314,18,-1293,0.02282672,-0.03181875,0.000267846,103,0,0,0,1,,
0,-0.011450538,-34,455,0.12887028,-0.0048,0.00036112,106.5066667,0,0,0,1,,
0,-0.011450538,-34,455,0.12887028,-0.0048,-0.000101391,102.408,0,0,0,2,,
0,-0.011450538,-34,455,0.12887028,-0.0048,0.000314006,116.2,0,0,0,1,,
0,-0.011450538,-34,455,0.12887028,-0.0048,-0.000179513,103.8,0,0,0,2,,
0,-0.011450538,-34,455,0.12887028,-0.0048,0.00021903,113.8,0,0,0,1,,
0,-0.011450538,-34,455,0.12887028,-0.0048,5.03E-05,104.4166667,0,0,0,1,,
0,-0.011450538,-34,455,0.12887028,-0.0048,1.82E-07,117,0,0,0,2,,
0,-0.011450538,-34,455,0.12887028,-0.0048,-0.000188221,105,0,0,0,2,,
0,-0.011450538,-34,455,0.12887028,-0.0048,0.000313992,115.38,0,0,0,1,,
0,-0.011450538,-34,455,0.12887028,-0.0048,-0.000138557,104.2,0,0,0,2,,
0,-0.011450538,-34,455,0.12887028,-0.0048,0.000207084,119.75,0,0,0,1,,
0,-0.011450538,-34,455,0.12887028,-0.0048,-6.73E-05,95,0,0,0,2,,
0,-0.011450538,-34,455,0.12887028,-0.0048,0.000120659,108.1666667,0,0,0,1,,
0,-0.011450538,-34,455,0.12887028,-0.0048,-0.000210933,104.5,0,0,0,2,,
0,-0.011450538,-34,455,0.12887028,-0.0048,0.000207498,119.25,0,0,0,1,,
0,-0.011450538,-34,455,0.12887028,-0.0048,-0.000466584,106.5,0,0,0,2,,
0,-0.011450538,-34,455,0.12887028,-0.0048,0.000223479,119,0,0,0,1,,
0,-0.011450538,-34,455,0.12887028,-0.0048,-0.000324895,105.5,0,0,0,2,,
0,-0.011450538,-34,455,0.12887028,-0.0048,0.000153282,114,0,0,0,1,,
0,-0.011450538,-34,455,0.12887028,-0.0048,-0.000502695,104.1666667,0,0,0,2,,
0,-0.011450538,-34,455,0.12887028,-0.0048,0.000141241,110.208,0,0,0,1,,
0,-0.011450538,-34,455,0.12887028,-0.0048,-0.000282062,106.5,0,0,0,2,,
0,-0.011450538,-34,455,0.12887028,-0.0048,7.73E-05,113.6666667,0,0,0,1,,
0,-0.011450538,-34,455,0.12887028,-0.0048,-0.000398126,99.4,0,0,0,2,,
0,-0.011450538,-34,455,0.12887028,-0.0048,9.58E-05,112.8,0,0,0,1,,
0,-0.011450538,-34,455,0.12887028,-0.0048,-0.000123303,112.004,0,0,0,1,,
0,-0.011450538,-34,455,0.12887028,-0.0048,0.000302284,114,0,0,0,1,,
0,-0.011450538,-34,455,0.12887028,-0.0048,-0.000306431,96.66666667,0,0,0,2,,
0,-0.011450538,-34,455,0.12887028,-0.0048,0.000165578,115.4,0,0,0,1,,
0,-0.011450538,-34,455,0.12887028,-0.0048,-0.000432028,102.2,0,0,0,2,,
0,-0.011450538,-34,455,0.12887028,-0.0048,0.000167792,120.5,0,0,0,1,,
0,-0.011450538,-34,455,0.12887028,-0.0048,-0.00018967,99.5,0,0,0,2,,
0,-0.011450538,-34,455,0.12887028,-0.0048,0.000188608,118,0,0,0,1,,
0,-0.011450538,-34,455,0.12887028,-0.0048,-0.000226224,102.75,0,0,0,2,,
0,-0.011450538,-34,455,0.12887028,-0.0048,0.00017691,118,0,0,0,1,,
0,-0.011450538,-34,455,0.12887028,-0.0048,-7.69E-05,97.6,0,0,0,2,,
0,-0.011450538,-34,455,0.12887028,-0.0048,6.44E-05,110.404,0,0,0,1,,
0,-0.011450538,-34,455,0.12887028,-0.0048,-4.30E-05,100.375,0,0,0,2,,
0,-0.011450538,-34,455,0.12887028,-0.0048,0.000245621,108.7777778,0,0,0,1,,
-0.02,-0.019793163,27,-2950,-0.063638585,-0.0542,-0.000295937,115.25,0,0,0,2,,
-0.02,-0.019793163,27,-2950,-0.063638585,-0.0542,0.000135744,99.2,0,0,0,1,,
-0.02,-0.019793163,27,-2950,-0.063638585,-0.0542,-0.000467547,119.8,0,0,0,2,,
-0.02,-0.019793163,27,-2950,-0.063638585,-0.0542,5.54E-05,100.8333333,0,0,0,1,,
-0.02,-0.019793163,27,-2950,-0.063638585,-0.0542,-9.35E-05,116.8,0,0,0,2,,
-0.02,-0.019793163,27,-2950,-0.063638585,-0.0542,0.000103863,104.5,0,0,0,1,,
-0.02,-0.019793163,27,-2950,-0.063638585,-0.0542,-0.000193971,126.5,0,0,0,2,,
-0.02,-0.019793163,27,-2950,-0.063638585,-0.0542,0.000133265,105.875,0,0,0,1,,
-0.02,-0.019793163,27,-2950,-0.063638585,-0.0542,-0.000141764,118,0,0,0,2,,
-0.02,-0.019793163,27,-2950,-0.063638585,-0.0542,-8.01E-05,110.616,0,0,0,2,,
-0.02,-0.019793163,27,-2950,-0.063638585,-0.0542,0.000206316,108.8,0,0,0,1,,
-0.02,-0.019793163,27,-2950,-0.063638585,-0.0542,0.000194217,107,0,0,0,1,,
-0.02,-0.019793163,27,-2950,-0.063638585,-0.0542,-0.000101395,120,0,0,0,2,,
-0.02,-0.019793163,27,-2950,-0.063638585,-0.0542,0.000120359,114.6,0,0,0,1,,
-0.02,-0.019793163,27,-2950,-0.063638585,-0.0542,3.05E-05,120.1,0,0,0,2,,
-0.02,-0.019793163,27,-2950,-0.063638585,-0.0542,-9.98E-05,105.5,0,0,0,2,,
-0.02,-0.019793163,27,-2950,-0.063638585,-0.0542,-0.000180175,112.8,0,0,0,2,,
-0.02,-0.019793163,27,-2950,-0.063638585,-0.0542,0.000144717,111.5,0,0,0,1,,
-0.02,-0.019793163,27,-2950,-0.063638585,-0.0542,-8.42E-05,113.6,0,0,0,2,,
-0.02,-0.019793163,27,-2950,-0.063638585,-0.0542,0.000193535,110.6,0,0,0,1,,
-0.02,-0.019793163,27,-2950,-0.063638585,-0.0542,-8.42E-05,116.88,0,0,0,2,,
-0.02,-0.019793163,27,-2950,-0.063638585,-0.0542,0.000128656,107.5,0,0,0,1,,
-0.02,-0.019793163,27,-2950,-0.063638585,-0.0542,-2.30E-05,116,0,0,0,2,,
-0.02,-0.019793163,27,-2950,-0.063638585,-0.0542,0.000146296,109,0,0,0,1,,
-0.02,-0.019793163,27,-2950,-0.063638585,-0.0542,-5.65E-05,109.1666667,0,0,0,2,,
-0.02,-0.019793163,27,-2950,-0.063638585,-0.0542,-5.35E-05,105.8333333,0,0,0,2,,
-0.02,-0.019793163,27,-2950,-0.063638585,-0.0542,-0.000127439,109.75,0,0,0,2,,
-0.02,-0.019793163,27,-2950,-0.063638585,-0.0542,0.000162315,112.5,0,0,0,1,,
-0.02,-0.019793163,27,-2950,-0.063638585,-0.0542,-0.000110046,111.6666667,0,0,0,2,,
-0.02,-0.019793163,27,-2950,-0.063638585,-0.0542,0.000137963,105.5,0,0,0,1,,
-0.02,-0.019793163,27,-2950,-0.063638585,-0.0542,-0.000230044,124.5,0,0,0,2,,
-0.02,-0.019793163,27,-2950,-0.063638585,-0.0542,0.000112408,115.408,0,0,0,1,,
-0.02,-0.019793163,27,-2950,-0.063638585,-0.0542,-0.000154746,120.25,0,0,0,2,,
0.04,0.046337788,-96,5850,-0.228559814,0.0721,-5.60E-05,107.34,0,0,0,2,,
0.04,0.046337788,-96,5850,-0.228559814,0.0721,1.13E-05,113.808,0,0,0,1,,
0.04,0.046337788,-96,5850,-0.228559814,0.0721,5.75E-05,119.604,0,0,0,2,,
0.04,0.046337788,-96,5850,-0.228559814,0.0721,-8.48E-05,117.1666667,0,0,0,2,,
0.04,0.046337788,-96,5850,-0.228559814,0.0721,-0.000130389,114.6,0,0,0,2,,
0.04,0.046337788,-96,5850,-0.228559814,0.0721,0.000107954,112.75,0,0,0,1,,
0.04,0.046337788,-96,5850,-0.228559814,0.0721,-0.000138529,116.8,0,0,0,2,,
0.04,0.046337788,-96,5850,-0.228559814,0.0721,2.16E-05,115.008,0,0,0,1,,
0.04,0.046337788,-96,5850,-0.228559814,0.0721,-0.000146864,109.408,0,0,0,2,,
0.04,0.046337788,-96,5850,-0.228559814,0.0721,0.000104001,113.34,0,0,0,1,,
0.04,0.046337788,-96,5850,-0.228559814,0.0721,0.000108143,111.8333333,0,0,0,1,,
0.04,0.046337788,-96,5850,-0.228559814,0.0721,2.06E-05,111,0,0,0,1,,
0.04,0.046337788,-96,5850,-0.228559814,0.0721,-0.000136374,113.34,0,0,0,2,,
0.04,0.046337788,-96,5850,-0.228559814,0.0721,0.000136091,116.5,0,0,0,1,,
0.04,0.046337788,-96,5850,-0.228559814,0.0721,-5.67E-05,106.8,0,0,0,2,,
0.04,0.046337788,-96,5850,-0.228559814,0.0721,9.08E-05,104.51,0,0,0,1,,
0.04,0.046337788,-96,5850,-0.228559814,0.0721,0.000113437,113.0133333,0,0,0,1,,
0.04,0.046337788,-96,5850,-0.228559814,0.0721,4.98E-05,107.5133333,0,0,0,1,,
0.04,0.046337788,-96,5850,-0.228559814,0.0721,-0.000116628,116.5,0,0,0,2,,
0.04,0.046337788,-96,5850,-0.228559814,0.0721,8.04E-05,108.808,0,0,0,1,,
0.04,0.046337788,-96,5850,-0.228559814,0.0721,-9.89E-05,117.5,0,0,0,2,,
0.04,0.046337788,-96,5850,-0.228559814,0.0721,0.000154382,101.75,0,0,0,1,,
0.04,0.046337788,-96,5850,-0.228559814,0.0721,0.000418476,112.18,0,0,0,1,,
0.04,0.046337788,-96,5850,-0.228559814,0.0721,0.000192252,118.4,0,0,0,1,,
0.04,0.046337788,-96,5850,-0.228559814,0.0721,-9.78E-05,116.25,0,0,0,2,,
0.04,0.046337788,-96,5850,-0.228559814,0.0721,9.41E-05,103,0,0,0,1,,
0.04,0.046337788,-96,5850,-0.228559814,0.0721,-0.000157744,116.5742857,0,0,0,2,,
0.04,0.046337788,-96,5850,-0.228559814,0.0721,-0.000213099,108.0066667,0,0,0,2,,
0.04,0.046337788,-96,5850,-0.228559814,0.0721,6.20E-05,108.908,0,0,0,1,,
0.04,0.046337788,-96,5850,-0.228559814,0.0721,9.90E-05,111,0,0,0,1,,
0.04,0.046337788,-96,5850,-0.228559814,0.0721,4.95E-05,116.26,0,0,0,2,,
0.04,0.046337788,-96,5850,-0.228559814,0.0721,2.28E-05,110.408,0,0,0,1,,
0.04,0.046337788,-96,5850,-0.228559814,0.0721,-4.38E-05,118.8,0,0,0,2,,
0.04,0.046337788,-96,5850,-0.228559814,0.0721,0.000126648,107.5,0,0,0,1,,
0.04,0.046337788,-96,5850,-0.228559814,0.0721,0.000206888,117.3333333,0,0,0,1,,
0.04,0.046337788,-96,5850,-0.228559814,0.0721,8.23E-05,108,0,0,0,1,,
0.03,0.018341475,1,-3,0.165751168,0.055859375,7.98E-06,109.6666667,0,0,0,1,,
0.03,0.018341475,1,-3,0.165751168,0.055859375,-0.000171844,116.005,0,0,0,2,,
0.03,0.018341475,1,-3,0.165751168,0.055859375,0.000167315,101.84,0,0,0,1,,
0.03,0.018341475,1,-3,0.165751168,0.055859375,-0.000195923,112.5771429,0,0,0,1,,
0.03,0.018341475,1,-3,0.165751168,0.055859375,-2.37E-05,95.16666667,0,0,0,2,,
0.03,0.018341475,1,-3,0.165751168,0.055859375,-0.000228236,120.8,0,0,0,2,,
0.03,0.018341475,1,-3,0.165751168,0.055859375,-4.46E-06,107.5,0,0,0,2,,
0.03,0.018341475,1,-3,0.165751168,0.055859375,0.000168484,114.3333333,0,0,0,1,,
0.03,0.018341475,1,-3,0.165751168,0.055859375,-8.84E-05,106.204,0,0,0,2,,
0.03,0.018341475,1,-3,0.165751168,0.055859375,-0.000136957,112.408,0,0,0,2,,
0.03,0.018341475,1,-3,0.165751168,0.055859375,-0.000195621,113,0,0,0,2,,
0.03,0.018341475,1,-3,0.165751168,0.055859375,8.93E-05,107.88,0,0,0,1,,
0.03,0.018341475,1,-3,0.165751168,0.055859375,0.000259524,100.3,0,0,0,1,,
0.03,0.018341475,1,-3,0.165751168,0.055859375,0.000106312,116.0066667,0,0,0,1,,
0.03,0.018341475,1,-3,0.165751168,0.055859375,-6.48E-06,99.375,0,0,0,2,,
0.03,0.018341475,1,-3,0.165751168,0.055859375,7.05E-05,106.13,0,0,0,1,,
0.03,0.018341475,1,-3,0.165751168,0.055859375,0.000107325,102.3333333,0,0,0,1,,
0.03,0.018341475,1,-3,0.165751168,0.055859375,8.02E-05,113.408,0,0,0,1,,
0.03,0.018341475,1,-3,0.165751168,0.055859375,-0.000118977,107.1666667,0,0,0,2,,
0.03,0.018341475,1,-3,0.165751168,0.055859375,0.000160899,115,0,0,0,1,,
0.03,0.018341475,1,-3,0.165751168,0.055859375,-0.00031642,99,0,0,0,2,,
0.03,0.018341475,1,-3,0.165751168,0.055859375,-0.000123687,105.804,0,0,0,2,,
0.03,0.018341475,1,-3,0.165751168,0.055859375,5.10E-05,103.1666667,0,0,0,1,,
0.03,0.018341475,1,-3,0.165751168,0.055859375,-9.50E-05,115.5133333,0,0,0,2,,
0.03,0.018341475,1,-3,0.165751168,0.055859375,-0.000137126,102.8333333,0,0,0,2,,
0.03,0.018341475,1,-3,0.165751168,0.055859375,3.37E-05,117,0,0,0,1,,
0.03,0.018341475,1,-3,0.165751168,0.055859375,9.16E-05,101.6,0,0,0,1,,
0.03,0.018341475,1,-3,0.165751168,0.055859375,0.000122467,116.6,0,0,0,1,,
0.03,0.018341475,1,-3,0.165751168,0.055859375,0.000334871,102.76,0,0,0,1,,
0.03,0.018341475,1,-3,0.165751168,0.055859375,1.65E-05,115.6666667,0,0,0,1,,
0.03,0.018341475,1,-3,0.165751168,0.055859375,0.000211771,99,0,0,0,2,,
0.03,0.018341475,1,-3,0.165751168,0.055859375,0.000118675,108.008,0,0,0,1,,
0.03,0.018341475,1,-3,0.165751168,0.055859375,-9.53E-05,96.5,0,0,0,2,,
0.03,0.018341475,1,-3,0.165751168,0.055859375,7.28E-05,104,0,0,0,1,,
0.03,0.018341475,1,-3,0.165751168,0.055859375,-0.000176881,97.408,0,0,0,2,,
0.03,0.018341475,1,-3,0.165751168,0.055859375,-0.0002491,109.504,0,0,0,1,,
0.03,0.018341475,1,-3,0.165751168,0.055859375,-0.000111652,107.8333333,0,0,0,2,,
0.03,0.018341475,1,-3,0.165751168,0.055859375,0.000133996,112.25,0,0,0,1,,
0.03,0.018341475,1,-3,0.165751168,0.055859375,-0.000164959,100.75,0,0,0,2,,
0.03,0.018341475,1,-3,0.165751168,0.055859375,8.19E-05,112.4,0,0,0,1,,
0.03,0.018341475,1,-3,0.165751168,0.055859375,0.000174851,105.3333333,0,0,0,1,,
0.03,0.018341475,1,-3,0.165751168,0.055859375,0.000193254,106.5,0,0,0,1,,
0.01,0.011828869,-106,4206,0.061323648,0.03211875,0.000244136,104.25,0,0,0,1,,
0.01,0.011828869,-106,4206,0.061323648,0.03211875,0.000136462,110.6733333,0,0,0,1,,
0.01,0.011828869,-106,4206,0.061323648,0.03211875,4.03E-05,104.8333333,0,0,0,1,,
0.01,0.011828869,-106,4206,0.061323648,0.03211875,-5.93E-06,106.26,0,0,0,2,,
0.01,0.011828869,-106,4206,0.061323648,0.03211875,-0.000151449,99.75,0,0,0,2,,
0.01,0.011828869,-106,4206,0.061323648,0.03211875,8.94E-05,98.5,0,0,0,1,,
0.01,0.011828869,-106,4206,0.061323648,0.03211875,8.96E-05,107.2,0,0,0,1,,
0.01,0.011828869,-106,4206,0.061323648,0.03211875,-4.71E-05,101.2,0,0,0,2,,
0.01,0.011828869,-106,4206,0.061323648,0.03211875,0.000177625,110.5,0,0,0,1,,
0.01,0.011828869,-106,4206,0.061323648,0.03211875,-0.000183015,88.5,0,0,0,2,,
0.01,0.011828869,-106,4206,0.061323648,0.03211875,0.000109019,105.2,0,0,0,1,,
0.01,0.011828869,-106,4206,0.061323648,0.03211875,-0.000127741,107.5,0,0,0,2,,
0.01,0.011828869,-106,4206,0.061323648,0.03211875,-6.57E-05,105.5714286,0,0,0,1,,
0.01,0.011828869,-106,4206,0.061323648,0.03211875,-0.000136242,104.84,0,0,0,2,,
0.01,0.011828869,-106,4206,0.061323648,0.03211875,5.28E-05,103.1666667,0,0,0,1,,
0.01,0.011828869,-106,4206,0.061323648,0.03211875,-7.84E-05,103.4,0,0,0,2,,
0.01,0.011828869,-106,4206,0.061323648,0.03211875,-7.54E-05,101.9,0,0,0,1,,
0.01,0.011828869,-106,4206,0.061323648,0.03211875,-5.63E-05,102.5066667,0,0,0,2,,
0.01,0.011828869,-106,4206,0.061323648,0.03211875,9.77E-05,117.4,0,0,0,1,,
0.01,0.011828869,-106,4206,0.061323648,0.03211875,-9.89E-06,100.375,0,0,0,2,,
0.01,0.011828869,-106,4206,0.061323648,0.03211875,0.00010627,112.75,0,0,0,1,,
0.01,0.011828869,-106,4206,0.061323648,0.03211875,-9.11E-05,106.9285714,0,0,0,2,,
0.01,0.011828869,-106,4206,0.061323648,0.03211875,-0.000250795,107.0833333,0,0,0,2,,
0.01,0.011828869,-106,4206,0.061323648,0.03211875,0.000213811,104.625,0,0,0,2,,
0.01,0.011828869,-106,4206,0.061323648,0.03211875,0.000130843,108.5,0,0,0,1,,
0.01,0.011828869,-106,4206,0.061323648,0.03211875,-2.33E-05,97.875,0,0,0,2,,
0.01,0.011828869,-106,4206,0.061323648,0.03211875,-0.000198302,97,0,0,0,2,,
0.01,0.011828869,-106,4206,0.061323648,0.03211875,3.75E-05,105.6,0,0,0,1,,
0.01,0.011828869,-106,4206,0.061323648,0.03211875,-9.93E-06,101.8,0,0,0,1,,
0.01,0.011828869,-106,4206,0.061323648,0.03211875,0.000203509,101.1,0,0,0,1,,
